"","id","mb06","mb01","au01","au01_desc","ta01","ta01_desc","rc01","rc01_desc","lma58_91","lma140_91","lma140_91_desc","geo_coding_quality","property_type","totalbeds","doublebeds","singlebeds","prop_cnstr_date","latest_prop_status","previous_prop_status","lastest_change_date","lastest_change_year","lastest_change_month","takeover_date","takeover_year","takeover_month","property_status","property_sold","property_current","property_destroyed","settled_date","settled_year","settled_month","sales_data_missing","sale_type","sale_price","auckland_takeover","community_sales","destroyed_date"
"59026",145397,1964000,1964000,569002,"Woburn South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Single Unit",0,0,0,NA,"Deleted","Destroyd Unt","22jul1994",1994,7,"01mar1986",1986,3,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"22jul1994"
"35468",128091,873500,873500,529502,"Insoll",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,3,0,1969,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"11182",183441,467200,467200,516900,"Glen Innes North",7,"Auckland City",2,"Auckland Region",8,13,"Central Auckland","Provided by HNZC","Complex",1,1,0,1960,"","","",NA,NA,"12oct2005",2005,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"47590",137943,1482800,1482800,547600,"Mahora",30,"Hastings District",6,"Hawke's Bay Region",25,59,"Hastings","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1960,"Deleted","Vac Pend Set","11may1999",1999,5,"01mar1986",1986,3,"Sold",1,0,0,"23apr1999",1999,4,0,"Vacant Sale",21375,0,0,""
"69065",158064,2404600,2404600,585110,"Cobden",56,"Grey District",12,"West Coast Region",47,103,"Grey","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,2,1,1957,"Deleted","Let Sale Reg","16sep1995",1995,9,"01mar1986",1986,3,"Sold",1,0,0,"15sep1995",1995,9,0,"Homebuy Sale",55000,0,0,""
"14183",111151,499501,499500,516400,"Orakei North",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1956,"Deleted","Vac Und Sale","19jun1996",1996,6,"01mar1986",1986,3,"Sold",1,0,0,"07jun1996",1996,6,0,"Vacant Sale",88235,0,0,""
"57601",143230,1951800,1951800,568502,"Epuni East",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,1,1,1941,"Deleted","Vac Homebuy","22may1998",1998,5,"26nov1961",1961,11,"Sold",1,0,0,"15may1998",1998,5,0,"Homebuy Sale",88300,0,0,""
"18886",181314,599300,599300,519820,"Onehunga South East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",0,0,0,1960,"Deleted","Vac Pend Dev","20feb2006",2006,2,"28feb2003",2003,2,"Destroyed",0,0,1,"",NA,NA,0,"",NA,1,0,"20feb2006"
"6363",104729,338500,338500,509300,"Narrow Neck",5,"North Shore City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",2,2,0,1940,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"17181",108484,578300,578300,518802,"Wesley",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",3,3,0,1949,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"35267",126051,870700,870700,529800,"Clarkin",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,3,0,1952,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"50233",132614,1636900,1636900,553601,"Eltham",35,"South Taranaki District",7,"Taranaki Region",29,65,"Stratford","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,2,0,1945,"Deleted","Destroyd Unt","17nov2004",2004,11,"01mar1986",1986,3,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"17nov2004"
"5925",180342,284100,284100,511002,"Woodglen",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",4,4,0,2002,"","","",NA,NA,"02oct2002",2002,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"11703",110931,472300,472300,517002,"Glen Innes East",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1955,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"59578",155109,1977300,1977300,568702,"Waiwhetu South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Multi Unit",2,2,0,1975,"","","",NA,NA,"23dec1975",1975,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"78087",168335,2882500,2882500,603930,"Brockville",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Provided by HNZC","Single Unit",2,2,0,1960,"","","",NA,NA,"25oct1960",1960,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"13062",112518,477700,477700,517100,"Point England",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,3,0,1959,"Deleted","Destroyd Unt","15nov2004",2004,11,"01mar1986",1986,3,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"15nov2004"
"16431",103220,568700,568700,518701,"Hillsborough West",7,"Auckland City",2,"Auckland Region",7,15,"Manukau","Provided by HNZC","Single Unit",4,4,0,1991,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"937",120404,79603,79603,501806,"Marsden Point-Ruakaka",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Provided by HNZC","Single Unit",3,2,1,1976,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"7234",180600,370800,370800,514700,"Blockhouse Bay",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Multi Unit",1,1,0,1977,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"23495",119538,NA,700600,523501,"Otara North",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",1,1,0,1978,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"25883",123635,NA,725600,524002,"Mangere Bridge",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1987,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"50535",132471,1663000,1663000,554700,"Patea",35,"South Taranaki District",7,"Taranaki Region",30,69,"Patea","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1941,"Deleted","Vac Pend Set","30mar1996",1996,3,"01mar1986",1986,3,"Sold",1,0,0,"29mar1996",1996,3,0,"Vacant Sale",20000,0,0,""
"10949",181766,464200,464200,517200,"St Johns",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",1,1,0,1983,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"41451",131010,1219202,1219202,539100,"Western Heights",24,"Rotorua District",4,"Bay of Plenty Region",22,49,"Rotorua","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1976,"Deleted","Vac Homebuy","13nov1999",1999,11,"01mar1986",1986,3,"Sold",1,0,0,"10nov1999",1999,11,0,"Homebuy Sale",79000,0,0,""
"80363",171689,3130300,3130300,611001,"Waverley-Glengarry",75,"Invercargill City",15,"Southland Region",58,140,"Invercargill","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1961,"Deleted","Vac Pend Set","28nov1998",1998,11,"01mar1986",1986,3,"Sold",1,0,0,"26nov1998",1998,11,0,"Vacant Sale",12000,0,0,""
"39009",129343,1036500,1036500,532903,"Sunshine-Hospital Hill",36,"Ruapehu District",8,"Manawatu-Wanganui Region",31,73,"Taumarunui","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,2,0,1984,"Deleted","Vac Pend Set","24jul1998",1998,7,"01mar1986",1986,3,"Sold",1,0,0,"17jul1998",1998,7,0,"Vacant Sale",36000,0,0,""
"38136",129593,968701,968700,531003,"Te Awamutu East",17,"Waipa District",3,"Waikato Region",15,33,"Te Awamutu","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1986,"Deleted","Vac Homebuy","26may1998",1998,5,"01mar1986",1986,3,"Sold",1,0,0,"06may1998",1998,5,0,"Homebuy Sale",105000,0,0,""
"30809",178408,NA,774426,524820,"Clendon",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,1,2,1997,"","","",NA,NA,"01aug1997",1997,8,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"59375",142355,1975600,1975600,568602,"Waterloo East",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Single Unit",3,2,1,1940,"","","",NA,NA,"17jul1940",1940,7,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"16165",181813,562700,562700,518500,"Three Kings",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Complex",1,1,0,1999,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"28672",111467,743600,743600,524302,"Aorere",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1957,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"9180",104517,393500,393500,515001,"Point Chevalier West",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Reliably coded through CRS, or obtained via google API and verified","Double Unit",1,1,0,1940,"Deleted","Vac Pend Set","16dec1998",1998,12,"01mar1986",1986,3,"Sold",1,0,0,"12nov1998",1998,11,0,"Vacant Sale",161500,0,0,""
"45154",136689,1422800,1422800,546802,"Bluff Hill",31,"Napier City",6,"Hawke's Bay Region",26,60,"Napier","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",3,2,1,1944,"Deleted","Vac Pend Set","26feb1999",1999,2,"01mar1986",1986,3,"Sold",1,0,0,"19feb1999",1999,2,0,"Vacant Sale",52500,0,0,""
"21577",121265,639800,639800,520500,"Mt Wellington South",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"64407",153735,2064900,2064900,571300,"Cannons Creek East",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Double Unit",3,2,1,1968,"Deleted","Vac Pend Set","30mar1999",1999,3,"26nov1968",1968,11,"Sold",1,0,0,"25mar1999",1999,3,0,"Vacant Sale",40000,0,0,""
"75755",163816,2665400,2665400,591800,"Northcote",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",3,3,0,1966,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"11109",184763,466700,466700,516900,"Glen Innes North",7,"Auckland City",2,"Auckland Region",8,13,"Central Auckland","Provided by HNZC","Complex",1,1,0,2008,"","","",NA,NA,"09jun2008",2008,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"60851",153955,2038600,2038600,570700,"Elsdon-Takapuwahia",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,3,0,1969,"","","",NA,NA,"01sep1969",1969,9,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"57847",176303,1954500,1954500,568302,"Naenae North",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Single Unit",2,2,0,2008,"","","",NA,NA,"10oct2008",2008,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"6365",102723,338500,338500,509300,"Narrow Neck",5,"North Shore City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Double Unit",1,1,0,1939,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"67792",158787,NA,2316500,582100,"Atawhai",52,"Nelson City",17,"Nelson Region",43,96,"Nelson","Provided by HNZC","Single Unit",2,2,0,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"960",103083,83200,83200,502101,"Kamo West",2,"Whangarei District",1,"Northland Region",4,8,"Whangarei","Provided by HNZC","Single Unit",2,2,0,1991,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"3103",120433,224232,224232,513521,"West Harbour",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",3,1,2,1980,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"56254",146194,1936600,1936600,568202,"Taita South",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Provided by HNZC","Double Unit",2,2,0,1949,"","","",NA,NA,"07nov1949",1949,11,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"19766",120526,NA,606200,520000,"Te Papapa",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Complex",2,2,0,1981,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"20839",107603,631600,631600,520601,"Tamaki",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",3,3,0,1947,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"23667",115038,702000,702000,523502,"Otara East",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1966,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"60043",170588,1998300,1998300,566000,"Paraparaumu Central",43,"Kapiti Coast District",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,2,1,1966,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"34886",127549,864700,864700,530000,"Enderley",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Reliably coded through CRS, or obtained via google API and verified","Single Unit",4,4,0,1964,"Deleted","Vac Und Sale","26jul2001",2001,7,"01jun1986",1986,6,"Sold",1,0,0,"25jul2001",2001,7,0,"Vacant Sale",93000,0,0,""
"58914",142148,1962600,1962600,568900,"Moera",46,"Lower Hutt City",9,"Wellington Region",39,88,"Wellington","Reliably coded through CRS, or obtained via google API and verified","Double Unit",1,1,0,1939,"Deleted","Vac Und Sale","26jul1997",1997,7,"12jan1939",1939,1,"Sold",1,0,0,"23jul1997",1997,7,0,"Vacant Sale",55400,0,0,""
"27994",115614,738500,738500,524122,"Viscount",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,2,0,1968,"Deleted","Vac Pend Dev","23feb2007",2007,2,"01mar1986",1986,3,"Destroyed",0,0,1,"",NA,NA,0,"",NA,0,0,"23feb2007"
"35922",128133,878502,878502,529402,"Chedworth",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Single Unit",3,2,1,1969,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"76317",170277,2707000,2707000,596400,"Lyttelton",61,"Banks Peninsula District",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",2,2,0,1988,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"66551",144849,2218300,2218300,578000,"Pahiatua",41,"Tararua District",8,"Manawatu-Wanganui Region",37,83,"Pahiatua","Reliably coded through CRS, or obtained via google API and verified","Double Unit",2,2,0,1945,"Deleted","Vac Und Sale","31jan1996",1996,1,"05nov1945",1945,11,"Sold",1,0,0,"26jan1996",1996,1,0,"Vacant Sale",25000,0,0,""
"42290",176981,NA,1254402,538741,"Owhata West",24,"Rotorua District",4,"Bay of Plenty Region",22,49,"Rotorua","Provided by HNZC","Single Unit",3,1,2,1981,"","","",NA,NA,"15apr2003",2003,4,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"7361",134567,371700,371700,514600,"Avondale South",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Complex",3,2,1,1989,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"70281",165858,2495101,2495101,587812,"Broomfield",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",2,2,0,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"70072",162324,2487900,2487900,587400,"Hornby North",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",2,2,0,1955,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"77342",165355,2801900,2801900,599800,"Timaru Gardens",64,"Timaru District",13,"Canterbury Region",50,115,"Timaru","Provided by HNZC","Double Unit",2,2,0,1979,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"9992",181973,413000,413000,514000,"Freemans Bay",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Multi Storey",2,2,0,1965,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"43480",134838,1367200,1367200,544300,"Te Hapara",28,"Gisborne District",5,"Gisborne Region",24,56,"Gisborne","Provided by HNZC","Single Unit",3,2,1,1946,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"49230",133657,1575700,1575700,551700,"Westown",33,"New Plymouth District",7,"Taranaki Region",28,62,"New Plymouth","Provided by HNZC","Single Unit",3,3,0,1972,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"34074",113993,804800,804800,525530,"Rosehill",9,"Papakura District",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1963,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"66763",142521,2236100,2236100,578700,"Masterton West",48,"Masterton District",9,"Wellington Region",41,90,"Masterton","Reliably coded through CRS, or obtained via google API and verified","Double Unit",1,1,0,1940,"Deleted","Vacant","13mar1999",1999,3,"14jun1940",1940,6,"Sold",1,0,0,"01mar1999",1999,3,0,"Comm Partner",12915.68,0,1,""
"19469",106919,604600,604600,519900,"Oranga",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Double Unit",1,1,0,1945,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"25010",178203,712902,712902,523711,"Flat Bush",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1987,"","","",NA,NA,"04dec1995",1995,12,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"12887",180553,NA,477200,517100,"Point England",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Multi Unit",1,1,0,2000,"","","",NA,NA,"28feb2003",2003,2,"Current",0,1,0,"",NA,NA,0,"",NA,1,0,""
"33645",123361,799300,799300,525610,"Papakura East",9,"Papakura District",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1986,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"78931",168305,2923600,2923600,604500,"St Clair",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Reliably coded through CRS, or obtained via google API and verified","Duplex Unit",3,2,1,1960,"Deleted","Vac Pend Set","25nov1999",1999,11,"13dec1960",1960,12,"Sold",1,0,0,"23nov1999",1999,11,0,"Vacant Sale",30750,0,0,""
"61357",146449,2042500,2042500,570400,"Titahi Bay North",44,"Porirua City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Double Unit",2,1,1,1950,"","","",NA,NA,"16jun1950",1950,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"38355",177586,975404,975404,531004,"Te Awamutu South",17,"Waipa District",3,"Waikato Region",15,33,"Te Awamutu","Provided by HNZC","Single Unit",3,3,0,1984,"","","",NA,NA,"04may2006",2006,5,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"19859",110174,609300,609300,520201,"Ellerslie North",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1953,"Deleted","Vac Pend Set","15apr1999",1999,4,"01mar1986",1986,3,"Sold",1,0,0,"12apr1999",1999,4,0,"Vacant Sale",230000,0,0,""
"21421",113353,635400,635400,520500,"Mt Wellington South",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1961,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"7544",185166,378600,378600,514402,"Glenavon",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",4,4,0,2008,"","","",NA,NA,"14jul2008",2008,7,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"36299",129189,893600,893600,530200,"Hamilton East",16,"Hamilton City",3,"Waikato Region",14,30,"Hamilton","Provided by HNZC","Multi Unit",1,0,1,1980,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"31644",118625,779300,779300,524712,"Homai West",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,2,1,1975,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"66920",149653,2239500,2239500,578800,"Masterton East",48,"Masterton District",9,"Wellington Region",41,90,"Masterton","Reliably coded through CRS, or obtained via google API and verified","Double Unit",3,3,0,1960,"Deleted","Vacant","13mar1999",1999,3,"28jan1960",1960,1,"Sold",1,0,0,"01mar1999",1999,3,0,"Comm Partner",16144.6,0,1,""
"26569",113892,732300,732300,524530,"Harania East",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1963,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"19902",180863,611200,611200,520201,"Ellerslie North",7,"Auckland City",2,"Auckland Region",8,15,"Manukau","Reliably coded through CRS, or obtained via google API and verified","Multi Unit",0,0,0,1963,"Deleted","Destroyd Unt","22aug2008",2008,8,"28feb2003",2003,2,"Destroyed",0,0,1,"",NA,NA,0,"",NA,1,0,"22aug2008"
"76738",164864,2775000,2775000,599200,"Glenwood",64,"Timaru District",13,"Canterbury Region",50,115,"Timaru","Reliably coded through CRS, or obtained via google API and verified","Single Unit",3,3,0,1977,"Deleted","Vac Homebuy","27jun1997",1997,6,"01mar1986",1986,3,"Sold",1,0,0,"19jun1997",1997,6,0,"Homebuy Sale",70000,0,0,""
"40072",177756,1154000,1154000,537000,"Matua",23,"Tauranga District",4,"Bay of Plenty Region",21,46,"Tauranga","Provided by HNZC","Single Unit",3,2,1,1993,"","","",NA,NA,"22jun2007",2007,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"74634",160500,2614100,2614100,593400,"Avonside",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Single Unit",2,2,0,1948,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"44088",139307,1376800,1376800,544200,"Mangapapa",28,"Gisborne District",5,"Gisborne Region",24,56,"Gisborne","Provided by HNZC","Single Unit",3,3,0,1973,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"4867",106424,NA,262000,511401,"Fruitvale",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Single Unit",3,3,0,1945,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"79620",168006,2962700,2962700,606300,"Bush Road",71,"Dunedin City",14,"Otago Region",55,127,"Dunedin","Reliably coded through CRS, or obtained via google API and verified","Single Unit",2,2,0,1957,"Deleted","Vac Und Sale","09jul1998",1998,7,"01mar1986",1986,3,"Sold",1,0,0,"26jun1998",1998,6,0,"Vacant Sale",65000,0,0,""
"26646",122627,733000,733000,524530,"Harania East",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",2,2,0,1985,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"17392",107950,579900,579900,518802,"Wesley",7,"Auckland City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Double Unit",2,1,1,1948,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"4293",185394,238800,238800,510700,"Henderson North",6,"Waitakere City",2,"Auckland Region",7,13,"Central Auckland","Provided by HNZC","Duplex Unit",2,2,0,2009,"","","",NA,NA,"30jun2009",2009,6,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"31977",122725,780504,780504,524602,"Wiri",8,"Manukau City",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Complex",2,2,0,1985,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"49824",132557,1599600,1599600,552100,"Fitzroy",33,"New Plymouth District",7,"Taranaki Region",28,62,"New Plymouth","Provided by HNZC","Single Unit",3,3,0,1945,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"64738",155208,2086104,2086104,573522,"Grenada North",47,"Wellington City",9,"Wellington Region",40,88,"Wellington","Provided by HNZC","Single Unit",3,3,0,1976,"","","",NA,NA,"19oct1976",1976,10,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"33657",136396,799500,799500,525610,"Papakura East",9,"Papakura District",2,"Auckland Region",8,15,"Manukau","Provided by HNZC","Single Unit",3,3,0,1972,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"48412",137377,1521900,1521900,549500,"Waipukurau",32,"Central Hawke's Bay District",6,"Hawke's Bay Region",27,61,"Central Hawke's Bay","Provided by HNZC","Single Unit",3,3,0,1954,"","","",NA,NA,"01mar1986",1986,3,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
"70744",175788,2509402,2509402,588101,"Redwood North",60,"Christchurch City",13,"Canterbury Region",48,109,"Christchurch","Provided by HNZC","Double Unit",2,1,1,1972,"","","",NA,NA,"16may2008",2008,5,"Current",0,1,0,"",NA,NA,0,"",NA,0,0,""
