OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,CHASSIS7,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,HEIGHT,IMPORT_STATUS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,ROAD_TRANSPORT_CODE,SUBMODEL,TLA,TRANSMISSION_TYPE,VDAM_WEIGHT,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
13835,SILVER,HATCHBACK,1490,NCP12-0,2011,12,1215,0,USED,TOYOTA,PLATZ,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
13836,GREY,HATCHBACK,1798,,2011,12,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GLX HATCH 5 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13837,BLUE,SALOON,2997,JCG11-0,2011,7,1825,0,USED,TOYOTA,PROGRES,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,NC300,FAR NORTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
13838,SILVER,STATION WAGON,2362,ACR30-0,2010,6,2100,0,USED,TOYOTA,ESTIMA,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,SINGAPORE,,,FAR NORTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
13839,SILVER,HATCHBACK,1298,,2010,1,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,T130 1.3P HATCH5 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13840,SILVER,HATCHBACK,1997,,2011,10,2230,0,NEW,FORD,MONDEO,DIESEL,2,5,IMPORTED BUILT-UP,BELGIUM,120,NONE,,2.0TD A,PALMERSTON NORTH CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13841,SILVER,DOMESTIC TRAILER,0,,2011,8,1500,0,NEW,KEA,KC846,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,SOUTH TARANAKI DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2011
13842,SILVER,UTILITY,2982,,2009,6,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD DC 5M,WAIROA DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
13843,SILVER,STATION WAGON,2360,ACR30-0,2011,8,2070,0,USED,TOYOTA,ESTIMA,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,ROTORUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
13844,BLUE,SALOON,1839,BHA8P-1,2004,5,0,0,USED,MAZDA,FAMILIA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
13845,RED,SALOON,3984,,1995,5,0,0,NEW,FORD,FAIRMONT,PETROL,2,5,UNKNOWN,AUSTRALIA,148,NONE,,4,FAR NORTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
13846,WHITE,SALOON,1598,,1995,4,0,0,NEW,MAZDA,323,PETROL,2,5,UNKNOWN,JAPAN,81,NONE,,SEDAN GLXI,NELSON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
13847,BLUE,SALOON,1600,,1995,5,0,0,NEW,FORD,LASER,PETROL,2,5,UNKNOWN,JAPAN,80,NONE,,1.6 GLXI MANUA,,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
13848,BLUE,STATION WAGON,1994,,2001,10,0,0,NEW,SUBARU,FORESTER,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,92,NONE,,2.0 MANUAL,SOUTH TARANAKI DISTRICT,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13849,SILVER,STATION WAGON,2490,M35-107,2011,9,1835,0,USED,NISSAN,STAGEA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,250 RS,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
13850,BLUE,HATCHBACK,1999,,2011,7,1905,0,NEW,FORD,FOCUS,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,107,NONE,,ZETEC 2.0 A HATCH,HAMILTON CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13851,BLUE,SALOON,1364,,2011,9,1836,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,103,NONE,,SRI-V 1.4 TURBO AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13852,BROWN,SALOON,4264,ST763XE,1980,8,0,0,NEW,OLDSMOBILE,OMEGA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,RANGITIKEI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1976
13853,WHITE,STATION WAGON,1500,,1994,6,0,0,NEW,FORD,LASER,PETROL,2,5,UNKNOWN,JAPAN,55,NONE,,1.5GL SW,NELSON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
13854,RED,SALOON,5146,8S69TF2,1978,1,0,0,NEW,HOLDEN,STATESMAN,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,KAIKOURA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1978
13855,SILVER,DOMESTIC TRAILER,0,20027,2004,3,0,0,NEW,KEA,L744X6,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER GOODS,2004
13856,WHITE,SALOON,1998,,1994,11,0,0,NEW,TOYOTA,CORONA,PETROL,0,0,UNKNOWN,JAPAN,94,NONE,,SED MAN,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
13857,RED,SALOON,1000,KA60583,1980,6,0,0,NEW,TOYOTA,STARLET,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NELSON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
13858,SILVER,MOBILE MACHINE,2000,PL02A20,2010,10,0,0,NEW,NISSAN,MOBILE MACHINE,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,0,NONE,,,AUCKLAND,,0,MOBILE MACHINE,OTHER,2010
13859,BLACK,STATION WAGON,1200,KE26908,1973,10,0,0,NEW,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
13860,GREY,SPORTS CAR,4961,,2006,1,0,0,NEW,LAMBORGHINI,GALLARDO,PETROL,0,2,IMPORTED BUILT-UP,ITALY,367,NONE,,COUPE,AUCKLAND,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
13861,SILVER,STATION WAGON,1498,NZE121-,2010,10,1565,0,USED,TOYOTA,SPACIO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13862,SILVER,SALOON,2990,UC1-105,2011,2,1805,0,USED,HONDA,INSPIRE,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
13863,BLUE,SALOON,1998,,2010,10,1740,0,NEW,KIA,CERATO,PETROL,0,5,IMPORTED BUILT-UP,SOUTH KOREA,114,NONE,,2.0 PETROL AUTO LX,WAIPA DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13864,WHITE,LIGHT VAN,2351,,2011,11,2305,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P SWB 4 DOOR,WELLINGTON CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
13865,BLACK,MOTORCYCLE,750,,2008,5,0,0,NEW,HONDA,VT,PETROL,0,0,NZ ASSEMBLED/BUILT,JAPAN,73,NONE,,750,AUCKLAND,,0,MOTORCYCLE,PRIVATE PASSENGER,2008
13866,RED,SALOON,1991,WBACB62,2006,1,0,0,USED,BMW,320,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,SINGAPORE,,I,LOWER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1997
13867,RED,HATCHBACK,1323,SAPJKB6,1989,6,0,0,NEW,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,1.3GL,NAPIER CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1989
13868,GREEN,STATION WAGON,1830,ST190-0,2003,2,0,0,USED,TOYOTA,CALDINA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,FZ,CLUTHA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
13869,RED,HATCHBACK,2489,,2009,12,1932,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,SPORT LTD 2.5 5 AT,CENTRAL HAWKE'S BAY DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13870,SILVER,HATCHBACK,1364,,2012,5,0,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,103,NONE,,CD HB 1.4T AT,FAR NORTH DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13871,ORANGE,HATCHBACK,1372,,2012,2,0,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,70,NONE,,GLXA 1.4 5DR,TAUPO DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13872,GREEN,SALOON,4985,HK21413,1984,5,0,0,RE-REG,RAMBLER,REBEL,PETROL,0,5,NZ ASSEMBLED/BUILT,UNITED STATES,0,NONE,,,HASTINGS DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1971
13873,BLUE,SALOON,900,ASI8774,1979,1,0,0,NEW,AUSTIN,EIGHT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,OTHER,1947
13874,SILVER,DOMESTIC TRAILER,0,,2005,6,0,0,NEW,TRAILER,SURTEES,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER,2005
13875,GREEN,MOTORCYCLE,748,,1998,4,0,0,RE-REG,KAWASAKI,ZX,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,90,AUSTRALIA,,750P ZX-7R,TAURANGA CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,1997
13876,BLACK,STATION WAGON,3628,,2010,3,3175,0,NEW,LAND ROVER,RANGE ROVER,DIESEL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,200,NONE,,SPORT 3.6 TDV8,WHANGANUI DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13877,WHITE,HATCHBACK,1999,,2012,1,2200,0,NEW,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,149,NONE,,2.0P 6S AUTO,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13878,RED,STATION WAGON,1498,,1995,11,0,0,NEW,MAZDA,323,PETROL,0,5,UNKNOWN,JAPAN,55,NONE,,WAGON GLX,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
13879,SILVER,SALOON,2490,WBAAV32,2010,8,1735,0,USED,BMW,325I,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,,MARLBOROUGH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13880,SILVER,DOMESTIC TRAILER,0,1256284,2012,4,1000,0,NEW,BRIFORD,6X4,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER GOODS,2012
13881,BLACK,SALOON,2986,,2012,2,0,0,NEW,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,190,NONE,,OMEGA SDN AT,TAURANGA CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13882,SILVER,HATCHBACK,1298,,2010,9,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH3 4A,LOWER HUTT CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13883,WHITE,HATCHBACK,1372,,2012,1,0,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,70,NONE,,LTDA 1.4 5DR,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13884,WHITE,UTILITY,6162,,2011,1,2410,0,NEW,HOLDEN,HSV,PETROL,2,2,IMPORTED BUILT-UP,AUSTRALIA,317,NONE,,MALOO R8 UTILITY A,CHRISTCHURCH CITY,6-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
13885,GREY,SALOON,2362,,2009,10,2015,0,NEW,TOYOTA,CAMRY,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,117,NONE,,2.4P SPORT SEDAN 5A,WHANGAREI DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13886,SILVER,SALOON,1999,,2010,3,1713,0,NEW,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,,SEDAN GSX 2.0 AUTO,HASTINGS DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13887,BLUE,HATCHBACK,1596,,2012,6,1540,0,NEW,FORD,FIESTA,PETROL,2,5,IMPORTED BUILT-UP,THAILAND,88,NONE,,5DR 1.6 LX A,NEW PLYMOUTH DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13888,WHITE,LIGHT VAN,4461,,2010,5,3300,0,NEW,TOYOTA,LANDCRUISER,DIESEL,2,8,IMPORTED BUILT-UP,JAPAN,151,NONE,,4.5TD 4WD LWB WGN 5M,GORE DISTRICT,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13889,GREEN,DOMESTIC TRAILER,0,,2002,6,0,0,NEW,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,MARLBOROUGH DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2002
13890,SILVER,SALOON,3565,,2005,5,0,0,NEW,HOLDEN,COMMODORE,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,190,NONE,,S V6 AUTO,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
13891,WHITE,SALOON,3940,,1990,7,0,0,NEW,FORD,FALCON,PETROL,0,5,UNKNOWN,AUSTRALIA,0,NONE,,EXECUTIVE,TAUPO DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1990
13892,GREY,HATCHBACK,1490,BJ5W-40,2011,11,1575,0,USED,MAZDA,FAMILIA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
13893,BLUE,SALOON,5967,,2012,3,0,0,NEW,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,260,NONE,,SS-V REDLINE SDN AT,CENTRAL OTAGO DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13894,SILVER,OTHER COMMERCIAL TRAILER,0,593,1971,8,24000,0,NEW,TRAILER,WALKER,,2,0,UNKNOWN,NOT KNOWN,0,NONE,BULK CARTAGE - SOLIDS,,AUCKLAND,,15500,TRAILER/CARAVAN,TRANSPORT LICENSED GOODS,1971
13895,BLUE,STATION WAGON,1980,EPEW-11,2012,3,1745,0,USED,MAZDA,TRIBUTE,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WAIMAKARIRI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
13896,SILVER,SALOON,1496,NZE121-,2012,5,1305,0,USED,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
13897,BROWN,STATION WAGON,2362,,2011,12,2100,0,NEW,TOYOTA,RAV4,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,2.4 4WD LTD WAGON 4A,WAIPA DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13898,BLACK,HATCHBACK,1798,,2011,12,1805,0,NEW,TOYOTA,COROLLA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,100,NONE,,1.8P GLX HATCH 5 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13899,BLACK,MOTORCYCLE,750,,2007,7,0,0,NEW,HONDA,VT,PETROL,0,0,NZ ASSEMBLED/BUILT,JAPAN,73,NONE,,750,QUEENSTOWN-LAKES DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,2007
13900,SILVER,DOMESTIC TRAILER,0,CHB2001,2001,4,0,0,NEW,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,HASTINGS DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2001
13901,BLACK,MOTORCYCLE,1261,,2006,10,0,0,NEW,HONDA,ST,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,87,NONE,,1300,QUEENSTOWN-LAKES DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,2006
13902,SILVER,DOMESTIC TRAILER,0,1912001,2001,1,0,0,NEW,TRAILER,LIGHT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WHANGAREI DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2001
13903,WHITE,DOMESTIC TRAILER,0,,2001,3,0,0,NEW,HOMEBUILT,GOLF TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WHANGAREI DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2001
13904,ORANGE,DOMESTIC TRAILER,0,,2004,3,0,0,NEW,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,MACKENZIE DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2004
13905,GREEN,DOMESTIC TRAILER,0,,2000,6,0,0,NEW,TRAILER,DOMESTIC TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,HASTINGS DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2000
13906,GOLD,HATCHBACK,1990,WBAUF32,2011,2,1635,0,USED,BMW,118I,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
13907,SILVER,DOMESTIC TRAILER,0,,2009,9,1500,0,NEW,TRAILER,EJ ENG,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WHANGANUI DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2009
13908,SILVER,STATION WAGON,1990,GYEW-20,2010,6,1645,0,USED,MAZDA,ATENZA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
13909,BLUE,HATCHBACK,1490,Z23W-03,2011,6,1355,0,USED,MITSUBISHI,COLT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,KAPITI COAST DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
13910,WHITE,SALOON,1592,355306,1967,6,0,0,NEW,PORSCHE,912,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,QUEENSTOWN-LAKES DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1967
13911,BLACK,MOTORCYCLE,1130,,2000,5,0,0,NEW,BMW,R1150GS,PETROL,0,0,IMPORTED BUILT-UP,GERMANY,62,NONE,,,HAMILTON CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,2000
13912,BROWN,SALOON,1100,872417N,1973,9,0,0,NEW,AUSTIN,A1100 MK3,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
13913,RED,SALOON,2986,,2012,2,0,0,NEW,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,190,NONE,,BERLINA SDN AT,HAMILTON CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13914,SILVER,HATCHBACK,1298,,2010,4,1455,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH5 5M,CHRISTCHURCH CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13915,RED,STATION WAGON,2188,,2009,3,2550,0,NEW,HYUNDAI,SANTA FE,DIESEL,2,7,IMPORTED BUILT-UP,SOUTH KOREA,110,NONE,,2.2D CRDI A5 7S SUV,SOUTHLAND DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13916,GREY,HATCHBACK,1990,CPEW-10,2011,12,1605,0,USED,MAZDA,PREMACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
13917,GREY,DOMESTIC TRAILER,0,,2004,9,0,0,NEW,TRAILER,HOMEBUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WAITOMO DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2004
13918,WHITE,SALOON,1490,BJ5P-11,2002,3,0,0,USED,MAZDA,FAMILIA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
13919,WHITE,SELF PROPELLED CARAVAN,8200,MK219J-,2006,10,10200,3050,USED,MITSUBISHI,FUSO,DIESEL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,NAPIER CITY,,14200,MOTOR CARAVAN,PRIVATE PASSENGER,1996
13920,SILVER,DOMESTIC TRAILER,0,,2012,9,1200,0,NEW,KEA,K844T,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,MACKENZIE DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2012
13921,SILVER,SALOON,2488,,2010,3,1800,0,NEW,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,,SEDAN SP25 2.5 5AT,AUCKLAND,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13922,WHITE,HATCHBACK,1490,,2010,2,1470,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,75,NONE,,GLXA 1.5 5DR,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13923,SILVER,STATION WAGON,1990,AZT250-,2010,5,1685,0,USED,TOYOTA,AVENSIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,KAIPARA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
13924,WHITE,LIGHT VAN,2351,,2010,6,2505,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P LWB 5 DOOR,CHRISTCHURCH CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
13925,WHITE,LIGHT VAN,2351,,2010,6,2505,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P LWB 5 DOOR,CHRISTCHURCH CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
13926,SILVER,STATION WAGON,3456,,2010,4,2545,0,NEW,LEXUS,RX350,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,204,NONE,,3.5P RV WAGON LTD 6A,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13927,SILVER,HATCHBACK,1298,,2010,7,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,T130 1.3P HATCH5 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13928,WHITE,LIGHT VAN,2351,,2009,12,2305,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P SWB 4 DOOR,NELSON CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
13929,SILVER,SALOON,1840,CF3-121,2010,9,1535,0,USED,HONDA,TORNEO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13930,BLUE,HATCHBACK,1320,DW3W-70,2010,5,1275,0,USED,MAZDA,DEMIO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13931,WHITE,UTILITY,2982,,2010,1,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 5M,WAIPA DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
