OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,CHASSIS7,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,HEIGHT,IMPORT_STATUS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,ROAD_TRANSPORT_CODE,SUBMODEL,TLA,TRANSMISSION_TYPE,VDAM_WEIGHT,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
13932,WHITE,STATION WAGON,2362,ACR30-0,2011,8,2080,0,USED,TOYOTA,ESTIMA,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WHANGANUI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13933,WHITE,HATCHBACK,1586,,2009,3,1500,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,92,NONE,,HATCH 1.6 5DR SPORT,WAIPA DISTRICT,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13934,WHITE,HATCHBACK,1392,,1994,3,0,0,NEW,NISSAN,SENTRA,PETROL,0,0,UNKNOWN,JAPAN,63,NONE,,,WHANGAREI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
13935,BLACK,STATION WAGON,2362,,2010,4,2100,0,NEW,TOYOTA,RAV4,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,2.4 4WD LTD WAGON 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13936,GREY,HATCHBACK,1364,,2012,1,0,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,103,NONE,,SRI V HB 1.4T AT,PALMERSTON NORTH CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13937,BLUE,HATCHBACK,1372,,2012,4,0,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,70,NONE,,GL 1.4 5DR,WHANGAREI DISTRICT,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13938,BROWN,SALOON,1300,CAAF183,1978,11,0,0,NEW,FORD,ESCORT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,GL,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1978
13939,SILVER,SALOON,1680,BHA7P-2,2002,3,0,0,USED,MAZDA,FAMILIA,DIESEL,0,5,IMPORTED BUILT-UP,JAPAN,0,UNITED KINGDOM,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1995
13940,BROWN,HATCHBACK,1997,,2011,10,2230,0,NEW,FORD,MONDEO,DIESEL,2,5,IMPORTED BUILT-UP,BELGIUM,120,NONE,,2.0TD A,CENTRAL OTAGO DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13941,BLUE,STATION WAGON,1990,NT30-02,2010,8,1675,0,USED,NISSAN,X-TRAIL,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,QUEENSTOWN-LAKES DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13942,RED,SALOON,3564,,2011,11,0,0,NEW,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,210,NONE,,SV6 SDN AT,MATAMATA-PIAKO DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13943,SILVER,UTILITY,2982,,2009,11,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 5M,NAPIER CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
13944,RED,SALOON,1600,CAATWR4,1980,4,0,0,NEW,FORD,ESCORT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
13945,RED,SALOON,875,B413901,1970,2,0,0,NEW,SUNBEAM,IMP,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1970
13946,GREY,SALOON,1756,256599,1974,8,0,0,NEW,FIAT,124,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,HOROWHENUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
13947,RED,SALOON,993,KP60702,1983,2,0,0,NEW,TOYOTA,STARLET,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
13948,RED,UTILITY,2982,,2011,9,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
13949,WHITE,LIGHT VAN,2402,WF0XXXT,2012,1,3300,0,USED,FORD,TRANSIT,DIESEL,2,3,IMPORTED BUILT-UP,UNITED KINGDOM,0,UNITED KINGDOM,,,WELLINGTON CITY,,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
13950,BLUE,SALOON,1796,,2010,1,0,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,104,NONE,,CDX 1.8 AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13951,SILVER,DOMESTIC TRAILER,0,,2003,3,0,0,NEW,TRAILER,FACTORY BUILT,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,WHANGAREI DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2002
13952,RED,MOTORCYCLE,105,,2002,7,0,0,NEW,HONDA,CT,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,6,NONE,,110,CHRISTCHURCH CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,2002
13953,RED,MOTORCYCLE,105,,2002,8,0,0,RE-REG,HONDA,CT,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,6,NONE,,110,WAIPA DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,2002
13954,WHITE,OTHER COMMERCIAL TRAILER,0,,2003,2,0,0,NEW,TRAILER,498,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,CHRISTCHURCH CITY,,0,TRAILER/CARAVAN,OTHER GOODS,2003
13955,WHITE,STATION WAGON,3528,3564452,1986,11,0,0,RE-REG,LAND ROVER,RANGE ROVER,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,0,OTHER,,,FAR NORTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
13956,YELLOW,SALOON,6604,2U87K7N,1990,8,0,0,RE-REG,PONTIAC,FIREBIRD,PETROL,0,4,IMPORTED BUILT-UP,UNITED STATES,0,NONE,,FORMULA 400,SOUTH WAIRARAPA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1976
13957,GREY,SALOON,2830,94669IN,1983,9,0,0,NEW,VAUXHALL,VICTOR,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1983
13958,WHITE,FLAT-DECK TRUCK,2902,,2011,8,3290,0,NEW,KIA,K2900,DIESEL,0,3,IMPORTED BUILT-UP,SOUTH KOREA,90,NONE,,DIESEL LIGHT TRUCK,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
13959,RED,UTILITY,2982,,2009,11,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 4A,HAURAKI DISTRICT,4-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
13960,GREEN,HATCHBACK,1796,,2012,2,0,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,104,NONE,,CD HB 1.8 AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13961,GREY,STATION WAGON,3000,,2011,9,3175,0,NEW,LAND ROVER,RANGE ROVER,DIESEL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,180,NONE,,SPORT 3.0 TDV6,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13962,RED,SALOON,1000,PM4SGS8,1979,5,0,0,NEW,LEYLAND,MINI,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1979
13963,GREEN,HATCHBACK,1384,BK12-02,2011,10,1225,0,USED,NISSAN,MARCH,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,DUNEDIN CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
13964,BLACK,SALOON,1364,,2012,3,1823,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,103,NONE,,CD 1.4 TURBO AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13965,GREEN,SALOON,4014,VJ0H232,1973,9,0,0,NEW,CHRYSLER,HARDTOP,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NAPIER CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
13966,SILVER,STATION WAGON,1990,H72W-02,2011,10,1575,0,USED,MITSUBISHI,PAJERO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
13967,SILVER,SALOON,1790,SJC11-0,2012,7,1425,0,USED,NISSAN,TIIDA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,LATIO,GISBORNE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
13968,GOLD,STATION WAGON,1980,EPEW-10,2011,6,1745,0,USED,MAZDA,TRIBUTE,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,2000,HOROWHENUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
13969,SILVER,DOMESTIC TRAILER,0,,1997,12,0,0,NEW,HOMEBUILT,TRAILER,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER GOODS,1997
13970,BLUE,SALOON,1796,,2010,1,0,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,104,NONE,,CDX 1.8 AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13971,SILVER,DOMESTIC TRAILER,0,8725,2012,9,2000,0,NEW,TRAILER,ELITE 8X4T,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,CHRISTCHURCH CITY,,0,TRAILER/CARAVAN,OTHER GOODS,2012
13972,GREY,UTILITY,2982,,2011,8,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 4A,NEW PLYMOUTH DISTRICT,4-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
13973,GREY,HATCHBACK,1586,,2008,12,1500,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,92,NONE,,HATCH 1.6 5DR SPORT,PALMERSTON NORTH CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
13974,SILVER,SPORTS CAR,3696,,2010,5,1780,0,NEW,NISSAN,370Z,PETROL,2,2,IMPORTED BUILT-UP,JAPAN,245,NONE,,COUPE AUTO,MARLBOROUGH DISTRICT,7-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13975,YELLOW,HATCHBACK,1598,,2009,3,1580,0,NEW,MINI,COOPER S,PETROL,2,4,IMPORTED BUILT-UP,UNITED KINGDOM,128,NONE,,HATCH 6M 2DR 1.6I,MASTERTON DISTRICT,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13976,BLACK,SALOON,500,110F131,1967,9,0,0,NEW,FIAT,BAMBINA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1967
13977,GREEN,UTILITY,2477,,2010,5,2930,0,NEW,MITSUBISHI,TRITON,DIESEL,0,5,IMPORTED BUILT-UP,THAILAND,133,NONE,,4WD 2.5D D/CAB GLS M,INVERCARGILL CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
13978,CREAM,OTHER COMMERCIAL TRAILER,0,T261,1960,9,15000,0,NEW,TRAILER,FULL TRAILER,,2,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,,16400,TRAILER/CARAVAN,TRANSPORT LICENSED GOODS,1960
13979,WHITE,LIGHT VAN,2351,,2011,12,2505,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P LWB 5 DOOR,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
13980,BLACK,STATION WAGON,2261,,2011,12,2265,0,NEW,FORD,MONDEO,PETROL,2,5,IMPORTED BUILT-UP,BELGIUM,118,NONE,,WAG 2.3 AUTO,CHRISTCHURCH CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
13981,RED,OTHER COMMERCIAL TRAILER,0,,1982,2,12000,0,NEW,TRAILER,FULL TRAILER,,2,0,UNKNOWN,NOT KNOWN,0,NONE,BULK CARTAGE - SOLIDS,,RANGITIKEI DISTRICT,,16400,TRAILER/CARAVAN,TRANSPORT LICENSED GOODS,1982
13982,SILVER,SALOON,1794,ZZV50-0,2011,7,1505,0,USED,TOYOTA,VISTA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WELLINGTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
13983,WHITE,LIGHT VAN,1780,SK82V-3,2009,9,2450,0,USED,MAZDA,BONGO,PETROL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,GISBORNE DISTRICT,,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2003
13984,SILVER,STATION WAGON,2260,LW3W-16,2009,5,2025,0,USED,MAZDA,MPV,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WAIKATO DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
13985,RED,HATCHBACK,1330,GD1-170,2010,5,1275,0,USED,HONDA,FIT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,TAURANGA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
13986,GREY,SALOON,850,197761,1984,6,0,0,NEW,MORRIS,MINOR,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1953
13987,SILVER,SALOON,3456,,2009,11,2110,0,NEW,TOYOTA,AURION,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,204,NONE,,3.5P ZR6 SEDAN 6A,WHANGAREI DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13988,BLACK,STATION WAGON,2457,,2012,3,0,0,NEW,SUBARU,LEGACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,195,NONE,,2.5I SPORT CVT WAG,UPPER HUTT CITY,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
13989,BLUE,SALOON,3456,,2009,11,2110,0,NEW,TOYOTA,AURION,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,204,NONE,,3.5P AT-X SEDAN 6A,NELSON CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13990,BLUE,STATION WAGON,2260,LW3W-30,2011,8,2025,0,USED,MAZDA,MPV,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,PALMERSTON NORTH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
13991,SILVER,HATCHBACK,1999,,2010,3,1726,0,NEW,MAZDA,MAZDA3,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,,SPORTHATCH GLX 2.0,WELLINGTON CITY,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13992,SILVER,HATCHBACK,1496,,2010,2,1480,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,80,NONE,,T150 1.5P HATCH 4A,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13993,RED,SALOON,1298,CLATPP4,1974,9,0,0,NEW,FORD,ESCORT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
13994,WHITE,DOMESTIC TRAILER,0,,2006,7,0,0,NEW,TRAILER,LOCAL,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,THAMES-COROMANDEL DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2006
13995,GOLD,SALOON,4015,VJ0H295,1973,8,0,0,NEW,CHRYSLER,CHARGER,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,LOWER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
13996,RED,HATCHBACK,1587,,1994,10,0,0,NEW,TOYOTA,COROLLA,PETROL,0,0,UNKNOWN,JAPAN,81,NONE,,,ROTORUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1994
13997,GREY,STATION WAGON,2360,,2010,7,2270,0,NEW,MITSUBISHI,OUTLANDER,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,127,NONE,,2.4 XLS,TIMARU DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
13998,RED,HATCHBACK,1298,,2009,11,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,1.3P HATCH3 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
13999,SILVER,HATCHBACK,1997,,2005,6,0,0,NEW,PEUGEOT,307,PETROL,0,5,IMPORTED BUILT-UP,FRANCE,99,NONE,,XSP 2.0 5DR 4SPD A P,WAIMAKARIRI DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
14000,BLUE,SALOON,3828,,2007,3,0,0,NEW,MITSUBISHI,380,PETROL,0,5,IMPORTED BUILT-UP,AUSTRALIA,180,NONE,,3.8P VR-X SEDAN A,DUNEDIN CITY,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
1001,GREEN,SALOON,3800,PIB5630,1971,4,0,0,RE-REG,JAGUAR,S-TYPE,PETROL,0,5,IMPORTED BUILT-UP,UNITED KINGDOM,0,NEW ZEALAND,,TYPE,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1966
1002,BLACK,SPORTS CAR,6555,ZW87Z8N,1978,1,0,0,NEW,PONTIAC,FIREBIRD,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,OTHER,1978
1003,GREY,STATION WAGON,1400,1338124,1979,3,0,0,NEW,RENAULT,XL,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGANUI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1976
1004,BLACK,SALOON,3000,XHDC206,1935,3,0,0,NEW,CHEVROLET,,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1934
1005,BROWN,SALOON,1998,LB2MS-N,1980,7,0,0,NEW,MAZDA,626,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,MACKENZIE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
1006,YELLOW,SALOON,1297,1122457,1973,5,0,0,NEW,VOLKSWAGEN,BEETLE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1972
1007,WHITE,SALOON,1599,CAATTD9,1977,12,0,0,NEW,FORD,ESCORT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,SPORT,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1977
1008,GREEN,SALOON,1256,9R08DKZ,1981,3,0,0,NEW,VAUXHALL,CHEVETTE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
1009,BROWN,SALOON,1900,8H69YHZ,1978,7,0,0,NEW,HOLDEN,SUNBIRD,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,UC ,HASTINGS DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1978
1010,BLUE,SALOON,3622,,1978,9,0,0,NEW,FORD,V8,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1938
1011,BLACK,MOTORCYCLE,500,CX50023,1982,1,0,0,NEW,HONDA,CX500,PETROL,0,0,UNKNOWN,NOT KNOWN,0,NONE,,B,WAITAKI DISTRICT,,0,MOTORCYCLE,PRIVATE PASSENGER,1982
1012,PURPLE,MOTORCYCLE,650,RC05-10,1986,9,0,0,RE-REG,HONDA,CB650,PETROL,0,0,IMPORTED BUILT-UP,JAPAN,0,NEW ZEALAND,,,DUNEDIN CITY,,0,MOTORCYCLE,PRIVATE PASSENGER,1986
1013,GOLD,SALOON,3310,8N69LCZ,1974,7,0,0,NEW,HOLDEN,KINGSWOOD,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
1014,BLUE,SPORTS CAR,4400,1563,1974,2,0,0,NEW,LEYLAND,P76,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
1015,BLUE,SALOON,948,MA53671,1959,8,0,0,NEW,MORRIS,MINOR 1000,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1959
1016,RED,SALOON,4100,MA23RL5,1975,7,0,0,NEW,FORD,FALCON,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,QUEENSTOWN-LAKES DISTRICT,,0,PASSENGER CAR/VAN,OTHER,1975
1017,BROWN,SALOON,4416,4400/42,1975,12,0,0,NEW,LEYLAND,P76,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,LOWER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
1018,GREEN,SALOON,1500,2319099,1974,3,0,0,NEW,HILLMAN,AVENGER,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,THAMES-COROMANDEL DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
1019,BLUE,STATION WAGON,1298,,1979,1,0,0,NEW,FORD,ESCORT,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,1.3,WHAKATANE DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1979
1020,ORANGE,SALOON,998,XL2SIN8,1978,11,0,0,NEW,MORRIS,MINI 1000,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,THAMES-COROMANDEL DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1978
1021,GOLD,SALOON,998,XL2SIN8,1979,6,0,0,NEW,LEYLAND,MINI 1000,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1979
1022,YELLOW,SALOON,998,XL2S1N8,1979,6,0,0,NEW,LEYLAND,SUNSHINE,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1979
1023,RED,SALOON,1500,,1981,6,0,0,NEW,FIAT,X1-9,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
1024,BROWN,SALOON,2000,RX60800,1981,9,0,0,NEW,TOYOTA,CRESSIDA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1981
1025,RED,SALOON,1725,AL4H411,1976,9,0,0,NEW,HILLMAN,HUNTER,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1976
1026,WHITE,STATION WAGON,1200,KE36908,1976,11,0,0,NEW,TOYOTA,COROLLA,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,HURUNUI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1976
1027,GREEN,SALOON,2600,81TP35,1981,12,0,0,NEW,FORD,1938,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,SELWYN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1938
1028,BROWN,SALOON,1289,10681,1984,11,0,0,NEW,RENAULT,R5 GTL,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,ROTORUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1980
1029,YELLOW,SALOON,4200,251632B,1974,7,0,0,NEW,DAIMLER,SOVEREIGN,PETROL,0,5,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1974
1030,BLUE,SALOON,1490,SANKFG7,1985,12,0,0,NEW,FORD,LASER,PETROL,0,5,UNKNOWN,JAPAN,0,NONE,,1.5L,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1985
